h264	1	3.40	3.36	0.04	SOFTWARE_FALLBACK
h264	2	3.42	3.38	0.04	SOFTWARE_FALLBACK
h264	3	3.06	3.01	0.05	SOFTWARE_FALLBACK
h264	4	3.34	3.29	0.04	SOFTWARE_FALLBACK
h264	5	3.35	3.29	0.05	SOFTWARE_FALLBACK
h264_rkmpp	1	1.62	0.29	0.48	HARDWARE_DECODE_WRAPPER_OUTPUT
h264_rkmpp	2	1.75	0.34	0.53	HARDWARE_DECODE_WRAPPER_OUTPUT
h264_rkmpp	3	1.68	0.30	0.50	HARDWARE_DECODE_WRAPPER_OUTPUT
h264_rkmpp	4	1.74	0.31	0.54	HARDWARE_DECODE_WRAPPER_OUTPUT
h264_rkmpp	5	1.65	0.28	0.48	HARDWARE_DECODE_WRAPPER_OUTPUT
